customer_id,tenure_months,contract_type,internet_service,payment_method,monthly_charges,total_charges,support_tickets,paperless_billing,senior_citizen,churn
CUST_10963,45,Month-to-month,DSL,Electronic check,51.49,2313.01,2,No,1,1
CUST_10964,30,Month-to-month,No,Bank transfer,29.9,894.75,0,Yes,0,0
CUST_10965,16,Month-to-month,Fiber optic,Credit card,83.4,1333.79,1,Yes,1,0
CUST_10966,40,Month-to-month,Fiber optic,Electronic check,111.59,4474.34,0,Yes,1,1
CUST_10967,19,Two year,Fiber optic,Credit card,91.68,1792.89,0,No,0,1
CUST_10968,18,One year,Fiber optic,Credit card,72.1,1304.63,4,No,0,0
CUST_10969,1,Month-to-month,Fiber optic,Electronic check,86.49,86.85,1,Yes,0,1
CUST_10970,47,Month-to-month,Fiber optic,Mailed check,75.4,3527.36,0,Yes,0,0
CUST_10971,66,Two year,Fiber optic,Mailed check,82.03,5385.63,0,Yes,1,0
CUST_10972,38,One year,DSL,Credit card,45.99,1765.17,0,Yes,1,0
CUST_10973,51,Month-to-month,Fiber optic,Electronic check,110.29,5616.59,0,Yes,0,1
CUST_10974,63,One year,Fiber optic,Bank transfer,76.7,4871.16,1,Yes,0,0
CUST_10975,4,Month-to-month,No,Electronic check,22.46,102.86,3,Yes,0,1
CUST_10976,1,Month-to-month,Fiber optic,Bank transfer,81.12,86.24,1,Yes,0,1
CUST_10977,8,Month-to-month,Fiber optic,Mailed check,71.1,574.71,0,No,0,1
CUST_10978,29,Month-to-month,DSL,Bank transfer,42.61,1241.75,0,Yes,1,0
CUST_10979,55,Month-to-month,Fiber optic,Credit card,89.81,4929.13,2,Yes,0,0
CUST_10980,3,Two year,DSL,Credit card,41.25,97.48,0,Yes,1,0
CUST_10981,32,Two year,DSL,Credit card,53.21,1694.46,1,No,0,0
CUST_10982,10,One year,DSL,Electronic check,53.41,533.82,1,No,0,0
CUST_10983,34,Month-to-month,Fiber optic,Bank transfer,96.49,3270.94,1,No,0,1
CUST_10984,55,Month-to-month,DSL,Electronic check,47.5,2593.21,1,Yes,1,1
CUST_10985,32,One year,DSL,Mailed check,45.73,1452.14,2,No,0,0
CUST_10986,50,Month-to-month,No,Mailed check,24.0,1215.54,6,Yes,0,0
CUST_10987,7,Month-to-month,DSL,Mailed check,46.04,333.5,6,Yes,0,1
CUST_10988,8,Month-to-month,Fiber optic,Mailed check,96.18,772.01,5,Yes,0,0
CUST_10989,65,Two year,Fiber optic,Credit card,93.78,6104.51,1,No,0,0
CUST_10990,57,Month-to-month,DSL,Electronic check,59.88,3396.18,2,No,0,1
CUST_10991,67,Month-to-month,Fiber optic,Bank transfer,103.77,,0,No,0,0
CUST_10992,59,One year,DSL,Mailed check,62.84,3712.23,4,No,0,0
CUST_10993,54,Month-to-month,Fiber optic,Electronic check,75.54,4064.09,1,Yes,0,0
CUST_10994,67,Month-to-month,Fiber optic,Electronic check,95.77,6418.22,1,Yes,0,1
CUST_10995,51,Month-to-month,Fiber optic,Credit card,98.56,5007.62,2,Yes,0,1
CUST_10996,8,Month-to-month,Fiber optic,Credit card,76.91,590.54,1,No,0,1
CUST_10997,34,One year,DSL,Credit card,50.53,1729.06,1,Yes,0,0
CUST_10998,35,Month-to-month,DSL,Credit card,64.82,2284.11,0,No,0,1
CUST_10999,32,Month-to-month,Fiber optic,Electronic check,65.74,2094.22,1,Yes,0,1
CUST_11000,46,Two year,Fiber optic,Mailed check,69.74,3185.23,2,Yes,0,0
CUST_11001,16,Two year,Fiber optic,Bank transfer,70.03,1087.35,0,Yes,0,0
CUST_11002,68,Two year,Fiber optic,Mailed check,81.47,5567.59,2,Yes,0,0
CUST_11003,37,Month-to-month,Fiber optic,Mailed check,88.25,3266.92,3,No,0,1
CUST_11004,54,Month-to-month,Fiber optic,Mailed check,90.2,4861.68,3,Yes,0,1
CUST_11005,14,Two year,DSL,Bank transfer,52.71,732.48,1,Yes,1,0
CUST_11006,55,One year,Fiber optic,Bank transfer,79.19,4326.75,3,Yes,1,0
CUST_11007,48,Month-to-month,Fiber optic,Electronic check,86.48,4160.34,2,Yes,0,0
CUST_11008,7,Month-to-month,DSL,Mailed check,66.01,492.07,0,Yes,0,1
CUST_11009,7,Month-to-month,No,Bank transfer,28.33,186.57,1,Yes,0,1
CUST_11010,33,Two year,No,Bank transfer,24.34,838.97,2,No,0,0
CUST_11011,23,Month-to-month,Fiber optic,Electronic check,77.49,1780.52,3,Yes,0,1
CUST_11012,19,Month-to-month,DSL,Bank transfer,65.22,1264.18,2,Yes,1,1
CUST_11013,19,Month-to-month,DSL,Electronic check,49.67,,1,Yes,0,0
CUST_11014,36,One year,Fiber optic,Mailed check,83.52,,0,Yes,0,0
CUST_11015,29,Two year,No,Bank transfer,31.71,,2,Yes,1,0
CUST_11016,60,Month-to-month,DSL,Bank transfer,75.92,4566.94,4,Yes,0,0
CUST_11017,2,One year,DSL,Electronic check,54.65,114.92,0,Yes,0,0
CUST_11018,1,Two year,No,Bank transfer,31.45,18.0,2,No,0,0
CUST_11019,47,Month-to-month,DSL,Bank transfer,48.25,2245.14,1,Yes,0,0
CUST_11020,69,Month-to-month,Fiber optic,Bank transfer,91.8,6341.08,0,No,0,0
CUST_11021,20,Month-to-month,No,Bank transfer,25.14,524.82,4,No,0,1
CUST_11022,11,One year,DSL,Bank transfer,29.36,324.89,0,Yes,0,0
CUST_11023,2,One year,Fiber optic,Mailed check,94.23,179.59,2,Yes,1,1
CUST_11024,67,One year,DSL,Electronic check,47.15,3131.46,2,Yes,0,0
CUST_11025,12,One year,DSL,Electronic check,72.73,861.01,2,Yes,0,1
CUST_11026,20,Month-to-month,Fiber optic,Mailed check,107.48,2151.56,2,No,0,1
CUST_11027,5,Two year,Fiber optic,Bank transfer,96.74,470.85,3,No,1,1
CUST_11028,37,Month-to-month,No,Mailed check,18.0,651.53,0,Yes,0,0
CUST_11029,38,Month-to-month,Fiber optic,Electronic check,81.72,3104.59,1,Yes,0,1
CUST_11030,9,One year,DSL,Electronic check,38.48,368.05,1,Yes,0,1
CUST_11031,53,One year,DSL,Mailed check,44.6,2374.07,1,Yes,0,1
CUST_11032,44,Month-to-month,DSL,Electronic check,65.89,2903.45,1,No,0,0
CUST_11033,24,Two year,DSL,Bank transfer,57.09,1372.99,2,Yes,0,0
CUST_11034,30,Two year,DSL,Electronic check,51.01,1538.57,0,Yes,1,1
CUST_11035,59,Month-to-month,DSL,Bank transfer,59.86,3530.09,0,No,1,0
CUST_11036,14,Two year,Fiber optic,Credit card,85.42,,2,Yes,1,1
CUST_11037,9,Month-to-month,Fiber optic,Electronic check,108.96,991.71,1,Yes,0,0
CUST_11038,40,Month-to-month,Fiber optic,Mailed check,83.94,3354.22,3,Yes,1,1
CUST_11039,66,Month-to-month,Fiber optic,Electronic check,104.06,6850.13,1,Yes,1,1
CUST_11040,25,Two year,DSL,Bank transfer,53.84,1367.65,2,No,0,0
CUST_11041,22,One year,DSL,Bank transfer,61.08,1315.71,4,No,0,1
CUST_11042,4,Month-to-month,Fiber optic,Mailed check,86.62,369.25,1,Yes,0,1
CUST_11043,26,Month-to-month,Fiber optic,Mailed check,83.58,2180.68,0,No,0,0
CUST_11044,58,One year,DSL,Credit card,57.54,3322.78,2,Yes,0,0
CUST_11045,29,Month-to-month,Fiber optic,Electronic check,89.29,2589.77,4,No,0,1
CUST_11046,37,Two year,Fiber optic,Electronic check,85.27,3148.56,1,No,0,0
CUST_11047,70,Two year,Fiber optic,Credit card,91.68,6429.72,1,Yes,0,0
CUST_11048,18,Month-to-month,DSL,Bank transfer,62.46,1136.1,2,No,0,1
CUST_11049,42,Two year,Fiber optic,Credit card,77.19,3248.9,1,Yes,0,0
CUST_11050,41,Month-to-month,Fiber optic,Bank transfer,94.22,3874.22,2,Yes,1,1
CUST_11051,38,Two year,Fiber optic,Credit card,77.51,2943.66,1,No,1,1
CUST_11052,34,One year,Fiber optic,Mailed check,47.8,1651.63,2,No,0,1
CUST_11053,17,One year,Fiber optic,Bank transfer,86.54,1489.53,1,No,0,0
CUST_11054,37,Month-to-month,Fiber optic,Credit card,78.35,2891.79,1,No,0,0
CUST_11055,25,Two year,DSL,Bank transfer,68.22,1717.66,1,Yes,0,0
CUST_11056,27,Month-to-month,Fiber optic,Electronic check,108.99,2953.58,2,Yes,0,1
CUST_11057,57,Month-to-month,Fiber optic,Electronic check,109.33,6227.91,1,No,0,1
CUST_11058,31,Month-to-month,Fiber optic,Electronic check,83.02,2568.55,2,Yes,1,1
CUST_11059,6,One year,DSL,Electronic check,62.08,390.7,1,No,0,0
CUST_11060,40,Month-to-month,DSL,Electronic check,51.5,2059.78,2,Yes,0,0
CUST_11061,12,One year,No,Bank transfer,28.48,345.66,1,No,0,1
CUST_11062,53,Two year,Fiber optic,Bank transfer,89.7,4775.12,2,Yes,0,0
CUST_11063,71,Month-to-month,No,Mailed check,23.11,1678.81,0,No,0,0
CUST_11064,10,One year,Fiber optic,Bank transfer,88.01,872.2,4,Yes,0,1
CUST_11065,45,Month-to-month,Fiber optic,Electronic check,75.26,3383.39,3,No,0,1
CUST_11066,17,Two year,Fiber optic,Electronic check,99.21,1687.68,2,Yes,0,1
CUST_11067,26,Two year,No,Electronic check,23.08,601.53,0,Yes,0,0
CUST_11068,62,Month-to-month,Fiber optic,Mailed check,92.93,5767.31,0,No,0,0
CUST_11069,46,One year,Fiber optic,Electronic check,69.82,3204.37,1,No,0,0
CUST_11070,64,Month-to-month,DSL,Electronic check,42.63,2709.33,1,No,0,1
CUST_11071,2,Month-to-month,Fiber optic,Mailed check,73.4,173.11,3,Yes,0,1
CUST_11072,54,Two year,Fiber optic,Credit card,88.13,4768.2,1,Yes,0,0
CUST_11073,65,Month-to-month,DSL,Electronic check,48.52,3147.52,4,Yes,0,0
CUST_11074,51,Month-to-month,DSL,Bank transfer,62.03,3170.09,5,Yes,0,1
CUST_11075,53,Month-to-month,DSL,Bank transfer,49.72,2662.65,1,No,0,1
CUST_11076,36,Two year,DSL,Bank transfer,57.57,2060.7,1,Yes,0,1
CUST_11077,26,Month-to-month,DSL,Credit card,56.18,1463.85,3,Yes,0,0
CUST_11078,29,Month-to-month,Fiber optic,Electronic check,80.15,2303.5,3,Yes,0,1
CUST_11079,21,One year,No,Electronic check,27.64,578.66,3,Yes,0,1
CUST_11080,11,Two year,Fiber optic,Credit card,101.33,1123.88,2,Yes,1,1
CUST_11081,40,Month-to-month,DSL,Mailed check,49.06,1945.68,2,Yes,0,0
CUST_11082,11,Month-to-month,DSL,Bank transfer,41.6,454.79,2,Yes,0,0
CUST_11083,36,Month-to-month,Fiber optic,Bank transfer,93.85,3390.6,1,Yes,0,0
CUST_11084,59,Month-to-month,DSL,Bank transfer,87.4,5165.44,1,No,0,0
CUST_11085,39,Month-to-month,Fiber optic,Credit card,92.63,,2,Yes,0,0
CUST_11086,54,One year,Fiber optic,Credit card,97.94,5294.37,2,Yes,0,0
CUST_11087,55,One year,Fiber optic,Bank transfer,81.07,4467.23,1,No,0,0
CUST_11088,24,One year,DSL,Electronic check,47.3,1136.82,3,No,1,0
CUST_11089,22,Month-to-month,Fiber optic,Credit card,75.18,1670.3,3,No,0,1
CUST_11090,69,Two year,DSL,Electronic check,55.03,3788.23,4,No,0,0
CUST_11091,56,Month-to-month,No,Electronic check,28.51,1602.75,1,Yes,0,0
CUST_11092,33,Two year,Fiber optic,Credit card,80.93,2653.21,3,No,0,1
CUST_11093,36,One year,DSL,Electronic check,51.22,1819.91,1,Yes,1,0
CUST_11094,20,Month-to-month,DSL,Electronic check,43.35,878.72,3,Yes,0,1
CUST_11095,62,One year,DSL,Electronic check,56.4,3497.11,1,No,1,0
CUST_11096,26,Month-to-month,Fiber optic,Credit card,66.94,1733.49,1,Yes,0,1
CUST_11097,66,One year,DSL,Mailed check,42.98,2820.7,2,No,0,0
CUST_11098,40,Month-to-month,Fiber optic,Bank transfer,84.2,3380.41,2,No,0,1
CUST_11099,17,Month-to-month,DSL,Electronic check,57.33,951.99,1,Yes,0,1
CUST_11100,1,Two year,Fiber optic,Bank transfer,76.2,91.09,0,No,0,1
CUST_11101,61,Month-to-month,Fiber optic,Bank transfer,81.29,4965.45,0,Yes,0,0
CUST_11102,43,Two year,Fiber optic,Electronic check,74.39,3176.9,3,Yes,0,0
CUST_11103,42,Month-to-month,Fiber optic,Mailed check,78.75,3309.39,0,No,0,1
CUST_11104,25,One year,DSL,Electronic check,46.69,1207.06,1,Yes,0,0
CUST_11105,39,One year,DSL,Credit card,72.62,2850.02,1,No,0,0
CUST_11106,35,Month-to-month,Fiber optic,Bank transfer,84.38,,3,Yes,0,1
CUST_11107,3,Month-to-month,DSL,Credit card,72.46,228.13,1,Yes,0,1
CUST_11108,44,Month-to-month,Fiber optic,Electronic check,110.79,4853.52,2,No,0,1
CUST_11109,51,Month-to-month,DSL,Bank transfer,62.54,3168.97,1,Yes,0,0
CUST_11110,12,Month-to-month,DSL,Bank transfer,64.39,771.67,1,Yes,1,0
CUST_11111,19,One year,DSL,Bank transfer,42.77,820.9,2,Yes,0,1
CUST_11112,44,Two year,No,Credit card,21.81,,3,No,0,0
CUST_11113,59,Two year,DSL,Mailed check,42.63,2527.55,2,Yes,0,0
CUST_11114,49,One year,Fiber optic,Electronic check,74.67,3666.25,0,No,0,0
CUST_11115,61,One year,DSL,Bank transfer,61.4,3721.19,1,Yes,0,0
CUST_11116,17,One year,Fiber optic,Bank transfer,103.99,1766.92,1,No,0,1
CUST_11117,57,Month-to-month,DSL,Bank transfer,60.59,3468.16,1,No,0,0
CUST_11118,55,Two year,No,Electronic check,22.16,1225.45,2,Yes,0,0
CUST_11119,47,One year,No,Mailed check,28.18,1327.19,1,Yes,0,0
CUST_11120,12,One year,DSL,Electronic check,48.36,585.26,0,No,1,1
CUST_11121,62,Month-to-month,No,Mailed check,25.49,1585.07,1,No,0,0
CUST_11122,8,Month-to-month,No,Bank transfer,37.54,270.85,4,Yes,0,1
CUST_11123,21,Month-to-month,Fiber optic,Bank transfer,98.86,2093.38,2,No,0,1
CUST_11124,70,Two year,Fiber optic,Electronic check,68.33,4781.44,0,No,0,0
CUST_11125,25,Month-to-month,DSL,Mailed check,49.52,1248.61,2,No,0,0
CUST_11126,12,Month-to-month,Fiber optic,Electronic check,80.74,934.3,0,No,0,1
CUST_11127,15,Two year,DSL,Electronic check,53.11,821.56,4,Yes,0,1
CUST_11128,59,Month-to-month,DSL,Bank transfer,43.22,,2,No,1,0
CUST_11129,26,Month-to-month,No,Credit card,22.87,632.74,1,Yes,0,0
CUST_11130,26,Month-to-month,DSL,Mailed check,56.38,1497.67,1,Yes,0,0
CUST_11131,47,One year,Fiber optic,Bank transfer,98.89,4627.96,2,Yes,0,1
CUST_11132,32,Two year,Fiber optic,Credit card,84.65,2721.06,2,Yes,0,0
CUST_11133,10,Month-to-month,No,Credit card,27.47,259.44,3,Yes,0,1
CUST_11134,16,Two year,No,Electronic check,32.87,516.33,0,Yes,0,1
CUST_11135,71,Month-to-month,DSL,Credit card,53.66,3800.61,2,Yes,1,0
CUST_11136,17,Two year,DSL,Mailed check,54.25,928.97,2,No,0,0
CUST_11137,23,One year,Fiber optic,Electronic check,88.99,2051.64,2,Yes,0,1
CUST_11138,26,Two year,DSL,Electronic check,38.64,986.62,0,Yes,0,1
CUST_11139,7,Month-to-month,DSL,Mailed check,64.68,459.36,3,Yes,0,1
CUST_11140,14,Two year,DSL,Electronic check,53.89,751.4,2,Yes,0,1
CUST_11141,7,One year,Fiber optic,Electronic check,86.74,579.87,0,Yes,0,1
CUST_11142,9,Month-to-month,Fiber optic,Electronic check,85.61,763.98,5,Yes,1,1
CUST_11143,48,Two year,DSL,Credit card,56.54,2738.83,3,No,0,0
CUST_11144,59,Month-to-month,Fiber optic,Credit card,75.27,4434.93,0,No,0,0
CUST_11145,39,Two year,DSL,Electronic check,50.85,1955.62,2,No,0,0
CUST_11146,18,Month-to-month,DSL,Credit card,47.97,875.68,2,Yes,0,1
CUST_11147,59,One year,Fiber optic,Credit card,67.61,3975.08,2,Yes,0,0
CUST_11148,17,Month-to-month,Fiber optic,Bank transfer,87.97,1498.71,4,Yes,0,1
CUST_11149,14,Month-to-month,Fiber optic,Electronic check,104.22,1456.5,0,No,0,1
CUST_11150,31,Month-to-month,DSL,Bank transfer,56.51,1778.24,0,Yes,0,0
CUST_11151,24,Month-to-month,Fiber optic,Credit card,74.42,1783.51,1,Yes,0,1
CUST_11152,60,Month-to-month,Fiber optic,Bank transfer,87.24,5217.23,3,Yes,0,0
CUST_11153,45,Month-to-month,Fiber optic,Electronic check,92.07,4136.12,2,Yes,0,0
CUST_11154,3,One year,Fiber optic,Mailed check,83.12,,2,No,0,1
CUST_11155,37,Month-to-month,No,Bank transfer,24.96,920.38,1,No,0,0
CUST_11156,43,Month-to-month,Fiber optic,Mailed check,75.25,3262.3,1,No,0,0
CUST_11157,40,One year,Fiber optic,Electronic check,81.56,3281.13,0,Yes,0,1
CUST_11158,55,Month-to-month,No,Electronic check,33.2,1856.62,1,No,0,0
CUST_11159,39,Two year,Fiber optic,Credit card,89.72,3506.27,1,No,0,0
CUST_11160,15,Two year,Fiber optic,Credit card,85.57,1285.7,2,No,0,1
CUST_11161,4,One year,Fiber optic,Electronic check,69.66,263.67,2,Yes,0,0
CUST_11162,25,One year,DSL,Credit card,51.45,1290.3,3,Yes,0,1
CUST_11163,13,Two year,DSL,Electronic check,56.09,727.21,2,No,0,0
CUST_11164,33,Month-to-month,Fiber optic,Bank transfer,86.32,2860.24,1,Yes,1,0
CUST_11165,16,Month-to-month,No,Bank transfer,24.42,373.89,1,No,0,0
CUST_11166,42,Month-to-month,No,Credit card,26.59,1117.57,3,No,0,0
CUST_11167,66,One year,DSL,Credit card,55.06,3610.36,3,Yes,1,0
CUST_11168,55,Month-to-month,Fiber optic,Electronic check,76.87,4232.91,2,Yes,0,1
CUST_11169,42,One year,DSL,Credit card,41.57,1756.08,2,Yes,0,1
CUST_11170,34,Two year,No,Electronic check,20.02,656.36,3,No,0,1
CUST_11171,30,Two year,No,Bank transfer,20.34,,1,No,0,0
CUST_11172,13,Month-to-month,Fiber optic,Bank transfer,72.44,,2,Yes,0,1
CUST_11173,13,Month-to-month,Fiber optic,Bank transfer,75.05,972.99,2,Yes,0,1
CUST_11174,18,Two year,Fiber optic,Electronic check,68.62,1214.2,1,Yes,0,0
CUST_11175,32,One year,Fiber optic,Credit card,76.47,2467.72,1,No,1,0
CUST_11176,39,Month-to-month,DSL,Electronic check,72.66,2840.28,3,Yes,0,0
CUST_11177,46,Month-to-month,Fiber optic,Electronic check,81.31,3749.25,2,Yes,0,1
CUST_11178,29,Two year,Fiber optic,Bank transfer,78.59,2255.27,1,No,0,0
CUST_11179,62,One year,Fiber optic,Mailed check,86.81,5401.62,2,Yes,0,1
CUST_11180,62,Two year,DSL,Credit card,78.21,4858.76,2,Yes,0,0
CUST_11181,57,Two year,No,Mailed check,23.88,1350.92,4,Yes,0,0
CUST_11182,16,One year,DSL,Electronic check,45.92,711.59,1,Yes,0,1
CUST_11183,56,Month-to-month,Fiber optic,Credit card,98.65,5523.26,0,Yes,0,0
CUST_11184,10,Month-to-month,Fiber optic,Mailed check,79.56,788.6,1,No,0,0
CUST_11185,30,Month-to-month,Fiber optic,Electronic check,79.08,2366.03,0,No,0,0
CUST_11186,25,Month-to-month,Fiber optic,Bank transfer,95.42,2374.92,1,No,0,1
CUST_11187,5,One year,DSL,Mailed check,44.06,231.12,0,No,0,0
CUST_11188,65,One year,DSL,Bank transfer,51.59,3314.34,0,Yes,0,0
CUST_11189,49,Two year,Fiber optic,Mailed check,82.14,4046.31,0,Yes,1,0
CUST_11190,3,Month-to-month,Fiber optic,Credit card,92.01,291.0,3,Yes,0,1
CUST_11191,45,One year,DSL,Credit card,56.41,2541.61,0,No,0,1
CUST_11192,14,One year,Fiber optic,Bank transfer,76.07,1062.82,0,No,0,1
CUST_11193,30,One year,Fiber optic,Electronic check,80.03,2417.15,1,Yes,0,1
CUST_11194,68,One year,Fiber optic,Credit card,90.34,6142.49,2,Yes,0,0
CUST_11195,18,Month-to-month,Fiber optic,Bank transfer,75.41,1353.2,0,Yes,0,1
CUST_11196,62,Month-to-month,DSL,Bank transfer,62.39,3885.26,2,Yes,0,0
CUST_11197,37,Month-to-month,DSL,Mailed check,67.8,2540.0,4,No,0,1
CUST_11198,25,Month-to-month,Fiber optic,Credit card,87.06,2161.93,1,Yes,0,1
CUST_11199,48,Month-to-month,Fiber optic,Bank transfer,89.69,4311.49,2,No,0,1
